title,url,s,sp,date,timestamp
Why Bounce in Pandora&#39;s Stock Will Likely Fade,http://www.barrons.com/articles/why-bounce-in-pandoras-stock-will-likely-fade-1473716323,Barron's,"On Monday, SunTrust Robinson Humphrey analyst Robert Peck and his team boosted their rating on Pandora Media P 0.8058326937835764% Pandora Media Inc. U.S.: NYSE USD13.135 0.105 0.8058326937835764% /Date(1481923708098-0600)/&nbsp;...","Sep 12, 2016",1473716025
"Top Analyst Upgrades and Downgrades: Colgate-Palmolive, Gilead, Navistar ...",http://247wallst.com/investing/2016/09/12/top-analyst-upgrades-and-downgrades-colgate-palmolive-gilead-navistar-occidental-pandora-walmart-and-more/,24/7 Wall St.,Pandora Media Inc. (NYSE: P) was raised to Buy from Neutral with an $18 price target (versus a $13.62 close) at SunTrust Robinson Humphrey.,"Sep 12, 2016",1473685534
"Global Digital Music Market (2016-2020) - Key Players are Spotify, Pandora ...",http://www.businesswire.com/news/home/20160909005790/en/Global-Digital-Music-Market-2016-2020---Key,Business Wire (press release),"In the forecasted period, market will be pushed by increasing number of on- demand consumers, collaboration between music providers with social media platform, rising number of catalog software and blending of streaming music with wearable technology.","Sep 9, 2016",1473441090
Pandora&#39;s Direct Licensing Deals &#39;Pave The Way For Product Diversification ...,http://www.benzinga.com/analyst-ratings/analyst-color/16/09/8456774/pandoras-direct-licensing-deals-pave-the-way-for-product,Benzinga,"Wedbush&#39;s Michael Pachter expects Pandora Media Inc (NYSE: P) to continue to see losses into early 2917, as the company invests in international expansion and on-demand music.","Sep 14, 2016",1473859201
Workhorse Group Appoints Harry DeMott to Board of Directors,https://globenewswire.com/news-release/2016/09/16/872474/0/en/Workhorse-Group-Appoints-Harry-DeMott-to-Board-of-Directors.html,GlobeNewswire (press release),"Prior to co-founding Raptor Ventures, Mr. DeMott served on the Board of Directors of Pandora Media, Inc. from 2006 through 2011.","Sep 16, 2016",1474031680
Pandora&#39;s stock surges after SunTrust turns bullish,http://www.marketwatch.com/story/pandoras-stock-surges-after-suntrust-turns-bullish-2016-09-12,MarketWatch,"Shares of Pandora Media PLC P, -0.22% shot up 4.2% in morning trade, after the streaming music service was upgraded at SunTrust Robinson Humphrey, citing expectations of coming bullish catalysts.","Sep 12, 2016",1473688678
How Apple Inc. Could Spend Its Cash Hoard,http://www.fool.com/investing/2016/09/12/how-apple-inc-could-spend-its-cash-hoard.aspx,Motley Fool,"The Motley Fool owns shares of and recommends Alphabet (A shares), Alphabet (C shares), Amazon.com, Apple, Lions Gate Entertainment, Netflix, Pandora Media, SolarCity, Tesla Motors, and Time Warner. The Motley Fool owns shares of Microsoft and has&nbsp;...","Sep 12, 2016",1473716770
Songwriters Win Royalty Decision as Judge Rejects US Rules,https://www.bloomberg.com/news/articles/2016-09-16/songwriters-win-royalty-decision-as-judge-rejects-u-s-rules,Bloomberg,"The publishers have bemoaned the royalties they receive from streaming services like Spotify Ltd., Pandora Media Inc. and YouTube.","Sep 17, 2016",1474119982
Judge Rejects Justice Department Ruling on Music Licensing,http://www.nytimes.com/2016/09/17/business/media/judge-rejects-justice-department-ruling-on-music-licensing.html,New York Times,The Justice Department&#39;s decision was seen as a victory for broadcasters and for digital music providers like Google and Pandora. But music industry groups argued that it would result in tumult throughout the business. BMI challenged the interpretation ...,"Sep 17, 2016",1474075582
"Weight Watchers, Anadarko and Pandora fall",http://www.idahostatesman.com/news/business/article101617157.html,Idaho Statesman,"Blue Buffalo Pet Products Inc., down $1.84 to $24.25. The pet food maker said some of its shareholders will sell 14.3 million shares of company stock.","Sep 13, 2016",1473799050
Pandora says direct licensing agreement with Warner Music,http://www.reuters.com/finance/stocks/P/key-developments/article/3441570,Reuters Key Development,,"Sep 15, 2016",1473972180
Trade of the Day: Pandora Media Inc (NYSE:P),http://investorplace.com/2016/10/trade-day-pandora-media-inc-nyse-p/,Investorplace.com,"However, that is contingent on companies like Apple (AAPL) and Amazon (AMZN) not getting more serious about competing with Pandora in the near term. Either way, we don&#39;t expect P to be able to maintain current valuations considering its risks. We think&nbsp;...","Oct 18, 2016",1476794700
Pandora Media Inc on Focus After Bullish Options Activity,http://friscofastball.com/2016/10/18/pandora-media-inc-on-focus-after-bullish-options-activity/,Frisco Fastball,"In today&#39;s session Pandora Media Inc (P) registered an unusually high (1,625) contracts volume of call trades. Someone, most probably a professional was a very active buyer of the January, 2017 call, expecting serious P increase.","Oct 18, 2016",1476803475
"Pandora (P) Stock Retreats, BofA/Merrill Lynch Downgrades",https://www.thestreet.com/story/13855819/1/pandora-p-stock-retreats-bofa-merrill-lynch-downgrades.html,TheStreet.com,Not Music to Our Ears: Why to Avoid Buying Pandora Media&#39;s Stock. The Internet radio service has been struggling to find a buyer.,"Oct 17, 2016",1476724497
"Why Pandora Media Inc (P), Salesforce.com, Inc. (CRM) and Sears Holdings Corp ...",http://investorplace.com/2016/10/why-pandora-media-inc-p-salesforce-com-inc-crm-and-sears-holdings-corp-shld-are-3-of-todays-best-stocks/,Investorplace.com,"Why Pandora Media Inc (P), Salesforce.com, Inc. (CRM) and Sears Holdings Corp (SHLD) Are 3 of Today&#39;s Best Stocks. P, CRM and SHLD managed to post strong gains despite a lousy day for the broader market.","Oct 4, 2016",1475612775
Pandora Media Inc: Why Traders Are Going Crazy Over P Stock,http://www.profitconfidential.com/stock/pandora-media-inc-why-traders-are-going-crazy-over-p-stock/,Profit Confidential,Pandora stock rallied on the back of an analyst upgrade on Tuesday. Goldman Sachs Group Inc (NYSE:GS) upgraded Pandora stock to a “conviction buy” from a “buy” rating. Analyst Heath Terry raised his price target to $19.00 from $17.00. Although there&nbsp;...,"Oct 5, 2016",1475669193
Goldman Sachs Makes Bold Call on Pandora (P),http://www.investopedia.com/news/goldman-sachs-makes-bold-call-pandora-p/,Investopedia,"A Goldman Sachs analyst just upgraded Pandora Media, Inc. (P) to “conviction buy” from “buy” and raised his price target to $19 from $17.","Oct 4, 2016",1475603325
Pandora Shares Flirt With $15 Level As Goldman Adds To &#39;Conviction Buy&#39; List,http://www.benzinga.com/analyst-ratings/analyst-color/16/10/8524966/pandora-shares-flirt-with-15-level-as-goldman-adds-to-co,Benzinga,"Goldman Sachs&#39; Heath P. Terry believes that following Pandora Media Inc (NYSE: P) shares having underperformed the median SMid-cap internet peers over the past 12 months, the potential upside to the stock more than offsets the risks.","Oct 4, 2016",1475585775
Company Update (NYSE:P): Pandora Media Inc Appoints Nick Bartle as Chief ...,http://www.smarteranalyst.com/2016/09/26/company-update-nysep-pandora-media-inc-appoints-nick-bartle-chief-marketing-officer/,Smarter Analyst,"Pandora2 Pandora Media Inc (NYSE:P) announced that Nick Bartle will join the company as Chief Marketing Officer, effective October 3, 2016.","Sep 26, 2016",1474895784
"Analyst Upgrades: Dick&#39;s Sporting Goods Inc, Pandora Media Inc, and Qorvo Inc",http://www.schaeffersresearch.com/content/news/2016/10/24/analyst-upgrades-dicks-sporting-goods-inc-pandora-media-inc-and-qorvo-inc,Schaeffers Research (blog),"Analysts are weighing in on retail stock Dick&#39;s Sporting Goods Inc (NYSE:DKS), streaming music platform Pandora Media Inc (NYSE:P), and semiconductor name and Apple Inc. (NASDAQ:AAPL) supplier Qorvo Inc (NASDAQ:QRVO). Here&#39;s a quick roundup of&nbsp;...","Oct 24, 2016",1477317150
1 More Reason for Sirius XM to Buy Pandora Media,http://www.fool.com/investing/general/2016/10/11/1-more-reason-for-sirius-xm-to-buy-pandora-media.aspx,Motley Fool,"Sirius XM Radio (NASDAQ:SIRI) had some kind words to say about Pandora Media (NYSE:P), the leading streaming platform that Sirius XM&#39;s majority stakeholder Liberty Media (NASDAQ:LMCA) was reportedly trying to acquire this summer. Sirius XM CFO&nbsp;...","Oct 11, 2016",1476198675
Institutional Move: Crosslink Capital INC Increased Its Pandora Media INC (P ...,http://www.chesterindependent.com/2016/10/20/institutional-move-crosslink-capital-inc-increased-its-pandora-media-inc-p-position-as-market-valuation-rose/,Chester News,Seymour Sy Kaufman increased its stake in Pandora Media Inc. (P) by 7.26% based on its latest 2016Q2 regulatory filing with the SEC.,"Oct 20, 2016",1476961286
"Attention Grabbing Analyst Research Reports: Pandora Media, Inc. (NYSE:P), TCF ...",http://reviewfortune.com/2016/10/24/attention-grabbing-analyst-research-reports-pandora-media-inc-nysep-tcf-financial-corporation-nysetcb/,Review Fortune,"Pandora Media, Inc. (NYSE:P) made a -1.40% move from the market&#39;s previous close, putting the price on the $12.64 per share as of 10/21/2016.","Oct 24, 2016",1477316381
3 Reasons to Take a Chance on Pandora Media Inc (P),http://investorplace.com/2016/09/pandora-stock-p-stock-pandora/,Investorplace.com,"3 Reasons to Take a Chance on Pandora Media Inc (P). It may be down, but Pandora stock is well positioned for a comeback. By Chris Fraley, InvestorPlace Contributor | Sep 26, 2016, 11:11 am EST.","Sep 26, 2016",1474902877
Price Action Alert: What&#39;s Ahead for Pandora Media Inc After Today&#39;s Huge Decline?,http://presstelegraph.com/2016/10/12/price-action-alert-whats-ahead-for-pandora-media-inc-after-todays-huge-decline/,Press Telegraph,"Credit Suisse maintained Pandora Media Inc (NYSE:P) rating on Friday, February 12. Credit Suisse has “Neutral” rating and $17 price target.","Oct 12, 2016",1476301275
What&#39;s in the Cards for Pandora Media (P) in Q3 Earnings?,https://www.zacks.com/stock/news/235474/whats-in-the-cards-for-pandora-media-p-in-q3-earnings,Zacks.com,"Pandora Media, Inc. (P - Free Report) is set to report third-quarter 2016 results on Oct 25. It delivered a positive earnings surprise of 13.33% in the last quarter.","Oct 21, 2016",1477052550
First Mercantile Trust Co Lowers stake in Pandora Media Inc (P),http://www.thefoundersdaily.com/first-mercantile-trust-co-lowers-stake-in-pandora-media-inc-p/682047/,TheFounders Daily,Pandora Media Inc (P) : First Mercantile Trust Co reduced its stake in Pandora Media Inc by 10.73% during the most recent quarter end.,"Oct 11, 2016",1476145350
A Pandora Breakout Looks Imminent,http://seekingalpha.com/article/4010850-pandora-breakout-looks-imminent,Seeking Alpha,"Since reaching an all-time low in February at 7 to 8 dollars per share, Pandora Media Inc. (NYSE:P) briefly tested that level once and has been grinding higher ever since.","Oct 7, 2016",1475859150
Can Pandora Bounce Back After Last Week&#39;s 10% Drop?,http://www.fool.com/investing/2016/10/17/can-pandora-bounce-back-after-last-weeks-10-drop.aspx,Motley Fool,Pandora Media (NYSE:P) investors have had their share of ups and downs this year. The stock seems to move higher when ... The Motley Fool owns shares of and recommends Amazon.,"Oct 17, 2016",1476709650
How Will Amazon Challenge Spotify and Apple in the Music Space?,http://marketrealist.com/2016/10/will-amazon-challenge-spotify-apple-music-space/,Market Realist,"Earlier this month, Amazon (AMZN) launched Music Unlimited, challenging on-demand streaming market leaders including Apple (AAPL) and Spotify.","Oct 17, 2016",1476717247
Rating Report: Pandora Media (P) Stock Rating Maintained by Stifel; The $16.0 ...,http://www.whatsonthorold.com/2016/10/24/rating-report-pandora-media-p-stock-rating-maintained-by-stifel-the-16-0-target-indicates-26-58-potential/,Thorold News,"Pandora Media has been the topic of 5 analyst reports since September 12, 2016 according to StockzIntelligence Inc. The firm earned “Underperform” rating on Monday, October 17 by Bank of America.","Oct 24, 2016",1477314450
"Activist Keith Meister Discusses Mergers, Active Management, Pandora, and More",http://www.insidermonkey.com/blog/activist-keith-meister-discusses-mergers-active-management-pandora-and-more-482283/,Insider Monkey (blog),"During a recent episode of CNBC&#39;s “Fast Money: Halftime Report”, Meister talked about Yum! Brands, Inc. (NYSE:YUM), Pandora Media Inc (NYSE:P), Tesla Motors Inc (NASDAQ:TSLA), Twitter Inc (NYSE:TWTR) and Williams Companies Inc (NYSE:WMB).","Oct 20, 2016",1476964800
Pandora Vs. Spotify Vs. Apple Music Vs. Soundcloud: Which Is Better For The ...,http://www.benzinga.com/general/education/16/10/8569020/pandora-vs-spotify-vs-apple-music-vs-soundcloud-which-is-better-for-,Benzinga,"Pandora Media Inc (NYSE: P) has rolled out is new Artist Marketing Platform (AMP), which features a number of marketing tools that artists can use to promote their music.","Oct 17, 2016",1476738377
